word,No,Yes,jitter_val_one,jitter_val_two,jitter_one,jitter_two,label_class
activities,0.0010973487046240004,3.632401017072285e-4,0.1805432583205402,0.2878645269665867,14.443460665643215,23.029162157326937,nolabel
actor,6.306601750712645e-5,0.001452960406828914,0.9984718221239746,0.2990100677125156,79.87774576991796,23.920805417001247,label
actors,3.783961050427588e-5,1.8162005085361425e-4,0.7433191421441734,0.5798653331585228,59.46553137153387,46.38922665268183,nolabel
ad,5.675941575641381e-4,1.8162005085361425e-4,0.6587082650512457,0.4940951613243669,52.696661204099655,39.527612905949354,nolabel
ad1997,8.829242450997704e-5,5.448601525608427e-4,0.8364191162399948,0.6849890381563455,66.91352929919958,54.79912305250764,nolabel
ad84,1.2613203501425292e-5,1.8162005085361425e-4,0.2646549332421273,0.2708666913677007,21.172394659370184,21.669335309416056,nolabel
ad85,6.306601750712645e-5,1.8162005085361425e-4,0.3458424531854689,0.8141298457048833,27.667396254837513,65.13038765639067,nolabel
ad87,5.0452814005701166e-5,9.081002542680712e-5,0.6754488502629101,0.16606727917678654,54.03590802103281,13.285382334142923,nolabel
ad89,6.306601750712645e-5,9.081002542680712e-5,0.22532686893828213,0.6424387241713703,18.02614951506257,51.39509793370962,nolabel
addis,1.2613203501425292e-5,9.081002542680712e-5,0.8139335766900331,0.03994512790814042,65.11468613520265,3.1956102326512337,nolabel
addressing,3.783961050427588e-5,9.081002542680712e-5,0.025346401147544384,0.7865610250737518,2.0277120918035507,62.924882005900145,nolabel
adelaide,4.288489190484599e-4,9.081002542680712e-5,0.4529958472121507,0.23330256855115294,36.239667776972055,18.664205484092236,nolabel
administration,0.005461517116117151,0.0073556120595713766,0.6794413982424885,0.2361863034311682,54.35531185939908,18.894904274493456,nolabel
adolescent,1.1351883151282763e-4,9.081002542680712e-5,0.0778929095249623,0.09916392574086785,6.2314327619969845,7.933114059269428,nolabel
adult,3.531696980399082e-4,2.7243007628042137e-4,0.17519085947424173,0.7573384421411902,14.015268757939339,60.587075371295214,nolabel
adults,1.3874523851567822e-4,9.081002542680712e-5,0.6310021646786481,5.815678741782904e-4,50.48017317429185,0.04652542993426323,nolabel
advanced,3.783961050427588e-5,9.081002542680712e-5,0.605262840166688,0.6708127059973776,48.42102721333504,53.66501647979021,nolabel
advancement,5.549809540627129e-4,0.002361060661096985,0.2836498888209462,0.9612678138073534,22.691991105675697,76.90142510458827,nolabel
advances,1.2613203501425292e-5,4.540501271340356e-4,0.8355597492773086,0.7673458543140441,66.84477994218469,61.38766834512353,nolabel
advancing,6.306601750712645e-5,9.081002542680712e-5,0.5690198410302401,0.25429585413075984,45.521587282419205,20.343668330460787,nolabel
adviser,1.8919805252137938e-4,2.7243007628042137e-4,0.8776069195009768,0.1692452854476869,70.20855356007814,13.539622835814953,nolabel
advisor,3.783961050427588e-5,9.081002542680712e-5,0.3427224247716367,0.17379424488171935,27.417793981730938,13.903539590537548,nolabel
advisory,7.946318205897933e-4,6.356701779876499e-4,0.725253066746518,0.4302477922756225,58.02024533972144,34.4198233820498,nolabel
advocacy,8.576978380969198e-4,9.989102796948784e-4,0.27698223828338087,0.8791225273162127,22.15857906267047,70.32980218529701,nolabel
advocate,0.0022703766302565524,0.005721031601888848,0.08047968638129532,0.7375372301321477,6.438374910503626,59.002978410571814,nolabel
affairs,7.946318205897933e-4,9.989102796948784e-4,0.3551332300994545,0.8550497489050031,28.410658407956362,68.40397991240025,nolabel
affected,2.522640700285058e-4,1.8162005085361425e-4,0.7056009292136878,0.8421646314673126,56.44807433709502,67.373170517385,nolabel
affecting,3.153300875356323e-4,0.0010897203051216855,0.4038025720510632,0.9598982851020992,32.304205764085054,76.79186280816793,nolabel
aftermath,8.829242450997704e-5,9.081002542680712e-5,0.25111268809996545,0.3162735104560852,20.089015047997236,25.301880836486816,nolabel
age,1.3874523851567822e-4,2.7243007628042137e-4,0.5029382880311459,0.8617879576049745,40.235063042491674,68.94303660839796,nolabel
aged,0.004856083348048737,3.632401017072285e-4,0.16556495777331293,0.5723119142930955,13.245196621865034,45.78495314344764,label
ageing,4.793017330541611e-4,1.8162005085361425e-4,0.29941183631308377,0.17532786563970149,23.9529469050467,14.026229251176119,nolabel
agency,6.306601750712645e-5,9.081002542680712e-5,0.5139639240223914,0.02309378399513662,41.117113921791315,1.8475027196109295,nolabel
agent,1.2613203501425292e-5,9.081002542680712e-5,0.22137285326607525,0.5224141299258918,17.70982826128602,41.79313039407134,nolabel
agricultural,4.414621225498852e-4,1.8162005085361425e-4,0.24997817492112517,0.36845872877165675,19.998253993690014,29.47669830173254,nolabel
aid,0.0010216694836154487,5.448601525608427e-4,0.3194129904732108,0.5386578489560634,25.553039237856865,43.09262791648507,nolabel
aids,3.02716884034207e-4,2.7243007628042137e-4,0.31340854498557746,0.3228640949819237,25.072683598846197,25.829127598553896,nolabel
air,3.9100930854418407e-4,2.7243007628042137e-4,0.08182788081467152,0.7655207826755941,6.546230465173721,61.24166261404753,nolabel
aka,4.919149365555864e-4,6.356701779876499e-4,0.7401247958187014,0.8608487895689905,59.20998366549611,68.86790316551924,nolabel
alcohol,2.901036805327817e-4,1.8162005085361425e-4,0.6625222186557949,0.08910850808024406,53.00177749246359,7.128680646419525,nolabel
alice,1.0090562801140233e-4,9.081002542680712e-5,0.32281128712929785,0.8297454256098717,25.824902970343828,66.37963404878974,nolabel
alliance,8.829242450997704e-5,1.8162005085361425e-4,0.5249618880916387,0.6403045551851392,41.996951047331095,51.224364414811134,nolabel
alternative,1.2613203501425292e-5,9.081002542680712e-5,0.737024849280715,0.20698706526309252,58.9619879424572,16.5589652210474,nolabel
althlete,6.180469715698393e-4,0.0017253904831093353,0.667730672750622,0.7954897219315171,53.41845382004976,63.63917775452137,nolabel
ambassador,1.2613203501425292e-5,3.632401017072285e-4,0.3369744389783591,0.12450548983179033,26.95795511826873,9.960439186543226,nolabel
america,5.0452814005701166e-5,2.7243007628042137e-4,0.6397788501344621,0.7642701142467558,51.18230801075697,61.14160913974047,nolabel
american,2.5226407002850583e-5,1.8162005085361425e-4,0.255754470359534,0.923087248345837,20.460357628762722,73.84697986766696,nolabel
anaesthesia,6.306601750712645e-5,9.081002542680712e-5,0.2754364290740341,0.2806871463544667,22.034914325922728,22.454971708357334,nolabel
analysis,3.783961050427588e-5,2.7243007628042137e-4,0.775842048227787,0.9359382933471352,62.06736385822296,74.87506346777081,nolabel
anglican,9.586034661083222e-4,2.7243007628042137e-4,0.79834472713992,0.42294765380211174,63.8675781711936,33.83581230416894,nolabel
animal,5.549809540627129e-4,9.081002542680712e-5,0.6407469303812832,0.2963771102949977,51.25975443050265,23.710168823599815,nolabel
anthropology,1.2613203501425292e-5,1.8162005085361425e-4,0.8601400698535144,0.027903628535568714,68.81120558828115,2.232290282845497,nolabel
anti,1.0090562801140233e-4,1.8162005085361425e-4,0.9099226593971252,0.8611512207426131,72.79381275177002,68.89209765940905,nolabel
application,3.783961050427588e-5,1.8162005085361425e-4,0.9742144413758069,0.9109276761300862,77.93715531006455,72.8742140904069,nolabel
applied,3.783961050427588e-5,9.081002542680712e-5,0.3721612247172743,0.9793334598653018,29.772897977381945,78.34667678922415,nolabel
archaeology,3.783961050427588e-5,2.7243007628042137e-4,0.8138169159647077,0.2236277365591377,65.10535327717662,17.890218924731016,nolabel
architecture,1.513584420171035e-4,7.26480203414457e-4,0.013015333795920014,0.813073871191591,1.0412267036736012,65.04590969532728,nolabel
archives,3.783961050427588e-5,1.8162005085361425e-4,0.9423705607187003,0.7386892035137862,75.38964485749602,59.095136281102896,nolabel
arcitecture,1.2613203501425292e-5,1.8162005085361425e-4,0.876216558739543,0.4279179486911744,70.09732469916344,34.23343589529395,nolabel
arid,1.2613203501425292e-5,9.081002542680712e-5,0.3256998686119914,0.30229925247840583,26.055989488959312,24.183940198272467,nolabel
armed,1.2613203501425292e-5,9.081002542680712e-5,0.23198874783702195,0.7970488502178341,18.559099826961756,63.76390801742673,nolabel
army,0.0011856411291339775,5.448601525608427e-4,0.6501470615621656,0.4529746272601187,52.01176492497325,36.2379701808095,nolabel
art,0.0012613203501425291,0.0027243007628042137,0.5472044197376817,0.5416524258907884,43.77635357901454,43.332194071263075,label
arthritis,8.829242450997704e-5,9.081002542680712e-5,0.31825745827518404,0.6745575182139874,25.460596662014723,53.96460145711899,nolabel
arthur,1.2613203501425292e-5,9.081002542680712e-5,0.8248028820380569,0.869945569196716,65.98423056304455,69.59564553573728,nolabel
artist,2.0181125602280466e-4,9.081002542680712e-4,0.3694426061119884,0.02672420279122889,29.555408488959074,2.1379362232983112,nolabel
artistic,2.2703766302565527e-4,9.989102796948784e-4,0.6929513341747224,0.3015835555270314,55.436106733977795,24.126684442162514,nolabel
artists,3.279432910370576e-4,0.0010897203051216855,0.8790234646294266,0.9052004243712872,70.32187717035413,72.41603394970298,nolabel
arts,0.007757120153376555,0.01480203414456956,0.7354524256661534,0.7377799402456731,58.836194053292274,59.022395219653845,nolabel
ashford,1.2613203501425292e-5,9.081002542680712e-5,0.8118949255440384,0.35803761961869895,64.95159404352307,28.643009569495916,nolabel
asia,3.531696980399082e-4,9.081002542680712e-5,0.7874533995054662,0.11315279128029943,62.9962719604373,9.052223302423954,nolabel
asian,6.306601750712645e-5,2.7243007628042137e-4,0.8886895147152245,0.45908379554748535,71.09516117721796,36.72670364379883,nolabel
assembly,1.2613203501425292e-5,4.540501271340356e-4,0.3536586465779692,0.5647631830070168,28.292691726237535,45.18105464056134,nolabel
assist,1.639716455185288e-4,9.081002542680712e-5,0.1538666447158903,0.2705823357682675,12.309331577271223,21.6465868614614,nolabel
assistance,0.001122575111626851,3.632401017072285e-4,0.23984206188470125,0.7361025610007346,19.1873649507761,58.888204880058765,nolabel
association,0.006230922529704095,6.356701779876499e-4,0.9054388157092035,0.22981353616341949,72.43510525673628,18.38508289307356,nolabel
associations,9.838298731111729e-4,9.081002542680712e-4,0.06294458592310548,0.41720906854607165,5.035566873848438,33.37672548368573,nolabel
asylum,7.567922100855176e-5,3.632401017072285e-4,0.08313251682557166,0.8713480702135712,6.6506013460457325,69.7078456170857,nolabel
athlete,2.5226407002850583e-5,6.356701779876499e-4,0.14739616634324193,0.6199250351637602,11.791693307459354,49.594002813100815,label
augusta,1.2613203501425292e-5,9.081002542680712e-5,0.437382769305259,0.3145171138457954,34.99062154442072,25.16136910766363,nolabel
aust,0.008488685956459222,0.006447511805303305,0.3839882407337427,0.7766393793281168,30.719059258699417,62.13115034624934,nolabel
austin,2.5226407002850583e-5,9.081002542680712e-5,0.8155056305695325,0.19413372408598661,65.2404504455626,15.53069792687893,nolabel
australasian,3.783961050427588e-5,9.081002542680712e-5,0.5792577215470374,0.07629764219745994,46.34061772376299,6.103811375796795,nolabel
australia,0.010229308039655912,0.00944424264438794,0.6053626458160579,0.8252877774648368,48.429011665284634,66.02302219718695,nolabel
australia's,1.8919805252137938e-4,6.356701779876499e-4,0.6034630266949534,0.023113068658858538,48.277042135596275,1.849045492708683,nolabel
australian,0.0077697333568779794,0.010533962949509626,0.18337479420006275,0.5158051408361644,14.66998353600502,41.26441126689315,nolabel
australiana,1.2613203501425292e-5,9.081002542680712e-5,0.7446962157264352,0.8547249287366867,59.575697258114815,68.37799429893494,nolabel
australians,1.3874523851567822e-4,2.7243007628042137e-4,0.5012607518583536,0.698100090958178,40.10086014866829,55.84800727665424,nolabel
australias,3.783961050427588e-5,1.8162005085361425e-4,0.7952194754034281,0.832654963247478,63.617558032274246,66.61239705979824,nolabel
author,9.081506521026211e-4,0.003995641118779513,0.3280750117264688,0.10537154134362936,26.246000938117504,8.429723307490349,nolabel
authorities,1.2613203501425292e-5,9.081002542680712e-5,0.7781744869425893,0.21987973689101636,62.25395895540714,17.59037895128131,nolabel
authors,5.0452814005701166e-5,3.632401017072285e-4,0.05896231182850897,0.3682321582455188,4.716984946280718,29.458572659641504,nolabel
autism,1.639716455185288e-4,9.081002542680712e-5,0.031960180727764964,0.4133621002547443,2.556814458221197,33.06896802037954,nolabel
aviation,1.8919805252137938e-4,3.632401017072285e-4,0.9354507576208562,0.8525702184997499,74.8360606096685,68.20561747997999,nolabel
award,0.0017027824726924144,3.632401017072285e-4,0.464496431639418,0.2625706070102751,37.15971453115344,21.00564856082201,nolabel
awareness,6.558865820741152e-4,0.0017253904831093353,0.7643422766122967,0.7542279574554414,61.147382128983736,60.33823659643531,nolabel
b'day,0.0010595090941197245,0.0010897203051216855,0.17045931774191558,0.005367801757529378,13.636745419353247,0.42942414060235023,nolabel
babies,1.639716455185288e-4,1.8162005085361425e-4,0.5164334936998785,0.12239922885783017,41.314679495990276,9.791938308626413,nolabel
backgrounds,8.829242450997704e-5,9.081002542680712e-5,0.3097735920455307,0.9047475650440902,24.781887363642454,72.37980520352721,nolabel
badminton,1.1351883151282763e-4,9.081002542680712e-5,0.3037588621955365,0.6144541024696082,24.30070897564292,49.156328197568655,nolabel
bali,6.811129890769657e-4,4.540501271340356e-4,0.35493328189477324,0.8099354221485555,28.39466255158186,64.79483377188444,nolabel
ballet,4.793017330541611e-4,8.172902288412641e-4,0.7861304418183863,0.9629194936715066,62.890435345470905,77.03355949372053,nolabel
banking,7.567922100855176e-5,9.081002542680712e-5,0.8067757398821414,0.5542689366266131,64.54205919057131,44.34151493012905,nolabel
barossa,1.2613203501425292e-5,9.081002542680712e-5,0.8590107709169388,0.4967059602495283,68.7208616733551,39.73647681996226,nolabel
based,1.8919805252137938e-4,1.8162005085361425e-4,0.17064314847812057,0.2314774668775499,13.651451878249645,18.51819735020399,nolabel
basketball,2.3965086652708056e-4,5.448601525608427e-4,0.6895565409213305,0.21153829130344093,55.164523273706436,16.923063304275274,nolabel
battalion,1.3874523851567822e-4,9.081002542680712e-5,0.11429776670411229,0.7824231022968888,9.143821336328983,62.593848183751106,nolabel
battery,1.2613203501425292e-5,9.081002542680712e-5,0.3561651452910155,0.28628468234091997,28.49321162328124,22.902774587273598,nolabel
battlefield,1.2613203501425292e-5,9.081002542680712e-5,0.2293515142519027,0.8402893375605345,18.348121140152216,67.22314700484276,nolabel
bay,3.153300875356323e-4,9.081002542680712e-5,0.2971727387048304,0.9416199838742614,23.773819096386433,75.32959870994091,nolabel
bday,2.3965086652708056e-4,9.081002542680712e-5,0.5679745641537011,0.7481142529286444,45.437965132296085,59.84914023429155,nolabel
bem,1.261320350142529e-4,9.081002542680712e-5,0.8898548397701234,0.38482274301350117,71.18838718160987,30.785819441080093,nolabel
benefit,3.783961050427588e-5,1.8162005085361425e-4,0.6457289333920926,0.4844471155665815,51.65831467136741,38.75576924532652,nolabel
benefits,1.2613203501425292e-5,9.081002542680712e-5,0.8085398396942765,0.6283136929851025,64.68318717554212,50.2650954388082,nolabel
bicentennial,3.783961050427588e-5,9.081002542680712e-5,0.18458665697835386,0.9454711063299328,14.766932558268309,75.63768850639462,nolabel
bilateral,5.0452814005701166e-5,9.081002542680712e-5,0.1995686588343233,0.32786124804988503,15.965492706745863,26.228899843990803,nolabel
biodiversity,3.783961050427588e-5,1.8162005085361425e-4,0.27400239021517336,0.46491769584827125,21.92019121721387,37.1934156678617,nolabel
bioethics,5.0452814005701166e-5,9.081002542680712e-5,0.11794603150337934,0.056227744091302156,9.435682520270348,4.4982195273041725,nolabel
biography,1.2613203501425292e-5,9.081002542680712e-5,0.8941255465615541,0.7657485462259501,71.53004372492433,61.25988369807601,nolabel
biological,2.5226407002850583e-5,9.081002542680712e-5,0.13730863784439862,0.49786977912299335,10.98469102755189,39.82958232983947,nolabel
biology,2.5226407002850583e-5,2.7243007628042137e-4,0.05914275976829231,0.2715200702659786,4.731420781463385,21.721605621278286,nolabel
biomedical,7.567922100855176e-5,4.540501271340356e-4,0.9537499758880585,0.9358385084196925,76.29999807104468,74.8670806735754,nolabel
biotechnology,3.783961050427588e-5,9.081002542680712e-5,0.31711064255796373,0.8783298979979008,25.3688514046371,70.26639183983207,nolabel
birthday,0.001387452385156782,3.632401017072285e-4,0.7150579490698874,0.9811165574938059,57.20463592559099,78.48932459950447,nolabel
blind,4.793017330541611e-4,1.8162005085361425e-4,0.4728446160443127,0.9261825035791844,37.82756928354502,74.09460028633475,nolabel
blindness,2.5226407002850583e-5,9.081002542680712e-5,0.3415901844855398,0.8876431647222489,27.327214758843184,71.01145317777991,nolabel
board,1.8919805252137938e-4,1.8162005085361425e-4,0.040379987796768546,0.9497802145779133,3.2303990237414837,75.98241716623306,nolabel
bodies,4.288489190484599e-4,6.356701779876499e-4,0.05102950055152178,0.25411667046137154,4.082360044121742,20.329333636909723,nolabel
bombing,6.306601750712645e-5,9.081002542680712e-5,0.2348185044247657,0.46432765922509134,18.785480353981256,37.14621273800731,nolabel
bombings,5.423677505612876e-4,2.7243007628042137e-4,0.14590469631366432,0.19461055286228657,11.672375705093145,15.568844228982925,nolabel
book,8.829242450997704e-5,9.081002542680712e-5,0.7449067675042897,0.44304621312767267,59.59254140034318,35.443697050213814,nolabel
books,7.567922100855176e-5,1.8162005085361425e-4,0.5481373234651983,0.213758013676852,43.85098587721586,17.10064109414816,nolabel
botanical,1.0090562801140233e-4,4.540501271340356e-4,0.4591146770399064,0.18129235389642417,36.72917416319251,14.503388311713934,nolabel
botany,6.306601750712645e-5,5.448601525608427e-4,0.7151606131810695,0.6627022286411375,57.21284905448556,53.016178291291,nolabel
bowling,1.765848490199541e-4,9.081002542680712e-5,0.42854297487065196,0.6006514227483422,34.28343798965216,48.05211381986737,nolabel
bowls,5.423677505612876e-4,1.8162005085361425e-4,0.734061794122681,0.948579944903031,58.72494352981448,75.88639559224248,nolabel
box,7.567922100855176e-5,2.7243007628042137e-4,0.7205940699204803,0.1056218056473881,57.64752559363842,8.449744451791048,nolabel
brain,1.513584420171035e-4,2.7243007628042137e-4,0.2091054345946759,0.40691307629458606,16.728434767574072,32.553046103566885,nolabel
breast,4.793017330541611e-4,7.26480203414457e-4,0.49868644890375435,0.8244961637537926,39.89491591230035,65.95969310030341,nolabel
breeding,5.0452814005701166e-5,9.081002542680712e-5,0.6644761415664107,0.5849721222184598,53.15809132531285,46.79776977747679,nolabel
bring,1.2613203501425292e-5,9.081002542680712e-5,0.2958029683213681,0.879798447014764,23.664237465709448,70.38387576118112,nolabel
broad,1.0090562801140233e-4,2.7243007628042137e-4,0.47461902257055044,0.37849729787558317,37.969521805644035,30.279783830046654,nolabel
broadcasting,3.02716884034207e-4,0.002179440610243371,0.20768084609881043,0.1287175875622779,16.614467687904835,10.297407004982233,label
broader,2.5226407002850583e-5,9.081002542680712e-5,0.9550071700941771,0.6250099367462099,76.40057360753417,50.00079493969679,nolabel
building,1.1351883151282763e-4,9.081002542680712e-5,0.8420968237333,0.6874540215358138,67.367745898664,54.996321722865105,nolabel
burns,3.783961050427588e-5,9.081002542680712e-5,0.1957546705380082,0.5728390470612794,15.660373643040657,45.82712376490235,nolabel
bushfires,2.5226407002850583e-5,9.081002542680712e-5,0.5403912945184857,0.2857916564680636,43.23130356147885,22.863332517445087,nolabel
business,0.0018667541182109432,0.0024518706865237923,0.13517968286760151,0.780540466774255,10.814374629408121,62.4432373419404,nolabel
cambodia,6.306601750712645e-5,9.081002542680712e-5,0.33570589404553175,0.7517283151391894,26.85647152364254,60.13826521113515,nolabel
cambodian,1.2613203501425292e-5,9.081002542680712e-5,0.04791566636413336,0.5633519242983311,3.8332533091306686,45.06815394386649,nolabel
campaigner,1.2613203501425292e-5,3.632401017072285e-4,0.1755812419578433,0.3601828196551651,14.046499356627464,28.814625572413206,nolabel
camps,2.5226407002850583e-5,9.081002542680712e-5,0.1581715743523091,0.34510437096469104,12.653725948184729,27.608349677175283,nolabel
canberra,5.423677505612876e-4,4.540501271340356e-4,0.2608196947257966,0.7345940202940255,20.865575578063726,58.76752162352204,nolabel
cancer,0.0017027824726924144,0.002088630584816564,0.8705364579800516,0.9572896028403193,69.64291663840413,76.58316822722554,nolabel
